domain_length,number_of_dots_in_domain,number_of_hyphens_in_domain,number_of_special_characters_in_domain,number_of_digits_in_domain,number_of_subdomains,average_subdomain_length,number_of_digits_in_subdomain,entropy_of_domain
28,3,1,0,6,2,4.5,3,4.021640636
13,5,2,7,8,1,4,0,3.546593564
16,2,0,0,1,2,3,0,3.327819531
18,4,1,0,4,2,3,0,3.572431251
20,2,1,0,0,1,16,0,4.021928095
14,3,0,0,2,2,3,0,3.324862958
15,7,1,1,2,2,3,0,3.189898095
11,2,0,1,29,1,7,0,3.277613437
16,6,1,7,8,2,3,0,3.25
33,3,2,0,0,2,8.333333333,0,3.839108134
11,4,0,0,1,2,3,0,2.663532755
33,5,0,0,1,5,8,0,3.942438726
27,1,0,0,0,1,23,0,3.828237502
10,3,1,0,0,2,22.5,0,4.050013374
15,2,0,0,0,2,3,0,3.056564762
15,1,0,1,0,1,12,0,3.506890596
15,2,1,2,8,1,11,1,3.106890596
9,1,0,0,0,1,6,0,2.947702779
16,3,0,0,0,2,4,0,3.25
35,9,1,3,1,6,2,0,3.650013374
17,1,0,1,68,1,13,0,3.146286371
13,2,0,0,1,1,9,0,3.39274741
17,3,0,1,3,2,10,2,2.933954578
19,9,0,0,0,1,15,0,3.366091329
17,3,0,3,0,1,13,0,3.337175341
29,3,2,0,4,3,5,4,3.978333581
11,4,1,0,22,1,7,0,3.277613437
33,5,2,0,1,5,8,0,3.942438726
28,3,0,0,4,1,24,0,3.896291529
28,2,1,0,21,2,5.5,0,4.039148672
13,2,1,0,10,1,9,0,3.546593564
13,2,0,0,3,1,9,0,3.39274741
19,2,1,1,24,2,3,0,3.366091329
16,1,0,0,0,1,13,0,3.625
36,6,1,2,1,5,6,0,3.739815461
19,1,0,0,2,1,15,0,3.22109725
15,3,1,0,0,2,3,0,3.323231429
9,2,1,0,0,1,2,0,2.947702779
17,2,0,0,3,1,13,0,3.4548224
9,5,1,7,8,1,5,0,3.169925001
19,2,0,0,0,2,5,0,3.181366329
18,2,1,0,0,1,14,0,3.127986807
18,6,1,1,2,2,3,0,3.572431251
20,1,0,0,24,1,17,0,3.546439345
13,2,0,0,2,1,9,0,3.39274741
39,7,1,4,14,5,6,3,4.192346053
36,6,1,3,25,6,6,3,4.218128821
11,2,0,0,0,1,7,0,3.277613437
19,3,0,0,20,2,7,1,3.681880803
22,3,0,0,0,3,3,0,3.538310596
29,2,0,0,4,2,16,4,3.693345219
13,2,0,0,1,1,9,0,3.39274741
11,3,1,0,2,1,7,0,3.095795255
11,1,0,0,25,1,7,0,3.095795255
24,2,0,0,5,2,13,1,3.688721876
11,3,1,0,0,2,4,0,2.913977073
16,2,0,0,0,1,12,0,3.5
20,2,1,0,0,1,16,0,3.621928095
15,2,1,0,0,1,5,0,3.640223929
34,5,0,0,10,4,12,8,3.962031591
22,2,0,0,0,2,1,0,3.879664005
21,3,1,0,0,1,8,0,3.617809684
21,2,0,0,0,2,15,0,3.141619208
20,1,0,0,23,1,16,0,3.821928095
28,3,0,0,0,3,3,0,3.601125011
17,2,4,1,38,2,3,0,3.4548224
14,3,0,0,5,2,3,0,3.039148672
14,4,1,0,2,2,3,0,3.182005815
30,7,0,2,27,5,3,0,3.869576746
11,4,0,0,0,2,4,0,3.277613437
22,3,2,0,4,2,7.5,0,3.732158891
27,6,0,0,0,5,6,0,3.954530448
23,2,0,0,1,1,19,1,3.588354347
13,2,0,0,4,1,9,0,3.39274741
25,2,0,0,1,2,13,1,3.589275071
19,2,0,0,0,2,3,0,3.431623566
17,2,0,0,22,1,13,0,3.690116518
17,2,1,0,8,2,3,0,3.337175341
26,3,1,3,0,2,19,0,3.532573258
18,1,0,1,24,1,14,0,3.572431251
30,2,0,0,4,2,17,4,4.148394346
0,2,1,0,0,2,0,0,3.855388542
14,2,1,0,16,2,4,0,2.807354922
28,3,0,0,13,2,3,0,3.985228136
11,3,0,0,0,2,3,0,2.845350937
16,3,0,0,1,3,3,1,3.452819531
14,4,0,0,11,3,3,3,2.645593314
10,2,0,2,13,1,6,0,3.321928095
15,2,0,0,19,1,11,0,3.323231429
28,5,0,1,5,3,9,0,3.994680368
11,4,2,1,0,1,7,0,3.277613437
40,5,0,0,0,4,7,0,3.684829509
12,3,0,0,0,3,1,0,3.022055209
18,3,0,0,1,2,4,0,3.530493057
20,3,0,0,0,1,16,0,3.546439345
28,6,1,1,0,5,2,0,3.767375798
17,2,0,0,1,2,3,1,3.337175341
13,3,2,4,61,2,3,0,3.026986833
33,5,1,0,1,5,8,0,3.942438726
18,4,0,0,7,2,11,1,3.614369446
15,2,0,0,17,1,11,0,3.323231429
21,2,0,0,0,2,3,0,3.784941827
17,2,0,0,1,1,13,1,3.616874606
21,2,6,0,0,2,3,0,3.177566232
18,1,0,0,0,1,14,0,2.974937501
17,4,0,0,1,2,6,0,3.381580488
14,2,0,1,1,2,3,0,3.324862958
15,3,0,0,0,2,3,0,3.323231429
31,3,0,0,1,2,3,0,3.719852359
27,2,0,0,0,2,3,0,3.676390633
19,3,0,0,2,2,9,0,3.195295934
22,1,0,1,4,1,18,0,3.697845823
17,3,0,0,0,2,3,0,3.690116518
20,1,0,0,22,1,16,0,3.241446071
20,1,0,0,22,1,16,0,3.241446071
38,3,2,0,0,2,6,0,3.770586316
41,7,0,0,0,5,2,0,3.781230286
30,4,0,1,0,3,3,0,3.872905595
39,6,2,0,14,5,3,0,4.160420091
18,6,0,1,0,2,3,0,3.572431251
29,2,0,0,2,2,17,2,3.935398667
25,5,0,0,0,5,3,0,3.539470571
15,2,1,0,2,1,12,2,3.506890596
22,4,0,0,1,3,3,0,3.101508756
13,3,0,0,0,2,3,0,2.87314068
31,2,0,0,0,2,16,0,3.808719697
16,3,0,5,1,2,3,0,3.25
8,2,0,0,0,1,5,0,3
10,2,1,0,0,1,17,0,3.681880803
9,5,1,1,2,1,5,0,3.169925001
33,3,0,0,0,2,27,0,3.870003589
16,2,1,0,20,2,1,0,3.375
19,5,1,0,2,2,9,2,3.366091329
36,6,1,0,0,5,6,0,3.847434988
13,2,0,0,3,1,9,0,3.39274741
17,4,1,2,38,2,11,0,3.4548224
15,8,0,0,0,3,3,0,3.139572262
30,9,2,3,2,2,23,0,3.739572262
18,5,1,1,19,3,3,0,3.038562336
24,4,0,1,9,3,11,4,3.855388542
19,1,1,0,0,1,15,0,3.681880803
10,5,0,3,1,1,5,0,2.921928095
18,7,1,1,2,3,3,0,3.377443751
12,2,1,0,7,1,3.5,7,3.418295834
15,2,1,0,0,1,5.5,0,3.056564762
24,3,0,0,0,2,3,0,3.605388542
19,4,0,0,31,3,5,0,3.471354487
14,2,0,0,0,2,3,0,2.753434386
19,3,0,0,2,2,3,0,2.970840013
32,2,1,0,0,2,9,0,3.801108501
33,5,2,0,16,5,8,0,3.942438726
8,1,0,0,2,1,4,2,3
7,2,0,0,0,1,20,0,3.663532755
9,1,0,0,3,1,5,3,2.725480557
15,3,0,0,6,2,4,0,2.973557262
13,6,1,1,8,2,3,0,3.180832987
14,2,0,0,0,1,11,0,3.521640636
20,3,0,0,0,2,3,0,3.446439345
17,2,0,0,4,1,13,0,3.499227547
13,2,0,0,7,2,1,0,3.085055103
9,1,1,0,0,1,6,0,2.725480557
27,4,0,0,0,4,3,0,3.810081021
28,4,0,0,1,3,3,0,4.012188404
27,3,3,0,8,3,3,0,3.70804815
31,5,0,0,0,4,6,0,3.511323538
15,1,0,0,25,1,12,0,3.189898095
25,2,0,4,18,2,3,0,3.70346519
40,2,2,0,2,2,3,0,3.906198333
15,3,0,0,4,2,4,0,2.973557262
13,3,0,0,0,2,6,0,3.39274741
12,1,1,1,30,1,8,0,3.251629167
13,2,0,0,0,1,9,0,3.39274741
13,2,0,0,0,1,9,0,3.334679141
11,5,2,0,7,1,3,0,2.732158891
18,5,1,1,0,1,7,0,3.260784558
16,5,0,2,1,2,3,0,3.327819531
29,2,0,0,2,2,16,2,4.073329702
16,2,1,0,0,1,12,0,3.327819531
10,1,0,0,0,1,6,0,3.121928095
12,3,3,0,0,1,4,0,2.855388542
16,3,1,0,0,2,3,0,3.577819531
41,2,3,6,5,2,5,0,4.125129443
21,6,1,1,2,2,3,0,3.522571589
35,2,1,0,4,2,8,4,4.128724445
16,5,0,0,0,2,3,0,3.077819531
15,5,0,0,0,2,6,0,3.189898095
25,2,0,0,0,2,12,0,3.78346519
27,4,0,1,1,3,3,0,3.485825928
14,4,0,0,9,2,3,0,3.039148672
25,3,0,0,0,3,3,0,3.643074189
11,2,4,0,13,1,8,0,2.845350937
16,2,0,0,0,1,13,0,3.75
6,1,0,0,2,1,3,0,2.584962501
19,2,1,0,0,2,3,0,3.431623566
16,3,0,1,4,3,3,0,3.280639062
19,2,1,0,0,2,12,0,2.945038698
10,4,0,2,1,1,6,0,2.646439345
9,2,1,1,17,1,5,0,2.947702779
18,3,0,0,0,2,3,0,3.614369446
23,2,1,0,4,1,9,4,3.621175543
28,6,1,14,5,5,3,0,3.794336066
18,6,1,1,2,2,3,0,3.308270835
13,2,0,0,4,1,9,0,3.39274741
7,1,0,0,8,1,4,0,2.521640636
17,6,1,7,8,2,3,0,3.175123135
11,2,0,2,21,1,7,0,3.277613437
24,5,0,0,1,4,5,0,3.351227481
22,3,0,0,1,2,3,0,3.42511855
9,6,1,1,2,1,5,0,2.641604168
9,2,0,0,22,1,5,0,2.947702779
20,2,0,0,1,1,16,0,3.68418372
23,2,0,0,0,2,3,0,3.762267391
19,3,0,0,0,1,15,0,3.616348566
23,2,3,0,2,2,3.5,0,3.46857663
21,2,0,0,0,2,15,0,3.689703732
21,2,1,1,48,2,5,2,3.427333494
19,2,9,0,8,2,8,0,3.431623566
33,5,1,0,1,5,8,0,3.942438726
14,2,0,0,0,2,3,0,2.950212065
35,5,1,0,3,2,8,0,4.128724445
18,6,0,2,7,3,3,0,3.572431251
12,1,1,0,20,1,4,1,3.251629167
13,2,0,0,1,2,3,0,3.026986833
14,3,0,0,4,2,7,1,3.182005815
18,3,3,0,0,2,12,0,3.683542362
15,5,1,0,0,1,11,0,3.240223929
11,3,1,0,0,2,10.5,0,3.60385619
16,2,1,0,0,1,12,0,3.280639062
16,3,0,0,11,2,9,0,3.452819531
20,3,0,0,0,3,3,0,3.48418372
19,3,0,0,0,2,3,0,3.286629487
11,3,1,0,15,3,2,2,2.481714573
11,2,0,0,2,2,3,0,2.845350937
14,1,0,2,0,1,11,0,3.039148672
13,3,1,0,0,2,3,0,3.026986833
22,3,0,0,0,2,3,0,3.754441846
17,1,1,0,6,1,13,0,3.690116518
22,2,4,0,1,2,6,0,3.845350937
29,2,0,0,1,2,17,1,4.142295219
14,6,1,1,2,2,3,0,3.039148672
17,2,0,0,4,2,3,0,3.175123135
12,6,2,0,9,3,2,2,2.688721876
17,6,1,7,8,2,3,0,3.337175341
29,2,2,0,5,2,4.666666667,5,4.185230133
12,6,1,1,2,2,2,0,2.855388542
25,3,0,0,21,2,3,0,3.78346519
20,2,0,0,0,2,8,0,3.68418372
36,2,1,0,3,2,12,3,4.270910335
16,3,1,2,38,2,3,0,3.327819531
25,2,0,1,0,2,15,0,3.70346519
16,2,1,0,0,2,3,0,3.452819531
16,3,6,0,15,1,13,0,3.25
23,2,0,0,1,2,14,0,3.447262499
37,3,1,6,5,2,9,0,4.003259028
18,3,0,0,0,2,3,0,3.46132014
30,2,0,0,0,2,17,0,3.939572262
22,7,1,7,8,3,3,0,3.572623664
13,2,1,1,7,1,9,0,3.700439718
31,3,2,0,5,2,5,5,4.002268084
12,5,1,7,8,1,8,0,3.084962501
20,3,0,0,0,3,2,0,3.20869497
22,3,1,0,0,2,3,0,3.538310596
19,4,0,0,0,2,12,0,3.431623566
26,4,0,1,6,3,12,4,3.796217603
23,4,0,0,0,3,3,0,3.522711956
17,4,1,2,1,2,3,0,3.4548224
20,2,1,0,0,1,15,0,3.40869497
6,1,0,0,1,1,3,0,2.584962501
21,1,1,0,0,1,8.5,0,3.617809684
25,3,0,0,0,2,3,0,3.75326969
6,1,0,0,0,1,3,0,2.584962501
10,5,0,0,2,1,6,1,3.121928095
18,3,0,0,2,2,3,0,3.419381946
37,4,0,0,4,4,5,0,3.678934704
34,2,1,0,3,2,3,0,4.057476076
20,4,0,0,28,3,6,0,3.58418372
16,2,0,0,0,2,9,0,3.875
34,4,0,0,0,4,3,0,3.522189872
13,2,0,0,2,1,9,0,3.39274741
18,2,0,0,0,1,14,0,3.725480557
10,3,1,0,2,2,3,1,2.921928095
29,2,1,0,21,2,19,0,3.538509874
12,2,1,3,25,1,8,0,3.418295834
15,4,0,0,1,2,8,1,3.323231429
15,1,1,0,1,1,12,0,3.640223929
23,2,0,0,1,2,12,0,3.588354347
21,4,3,0,0,2,3,0,3.725650756
15,1,0,0,21,1,11,0,3.640223929
6,3,1,0,5,2,43,0,2.855388542
27,1,1,0,27,1,23,0,3.884155095
27,6,0,0,0,5,2,0,3.278061466
39,3,3,0,0,3,4.5,0,3.925926578
18,2,0,0,0,1,14,0,3.239097918
33,5,2,0,1,5,8,0,3.942438726
13,3,0,0,0,2,3,0,3.026986833
22,3,0,0,0,2,15,0,3.351953074
18,2,0,0,0,1,14,0,3.572431251
20,5,0,0,0,1,17,0,3.68418372
24,5,0,0,0,2,15,0,3.319773835
20,3,0,0,3,2,3,0,3.48418372
27,3,2,2,0,3,3,0,3.930270372
33,5,2,0,1,5,8,0,3.942438726
13,3,2,0,0,1,4.5,0,3.026986833
13,2,1,1,7,1,8,0,3.39274741
17,3,1,0,0,2,2,0,3.337175341
31,5,3,11,9,4,7,0,3.744203568
11,6,1,7,8,1,7,0,3.095795255
14,7,1,1,2,2,3,0,2.896291529
21,6,0,0,1,2,3,0,3.880179923
20,3,0,0,0,2,3,0,3.58418372
24,3,1,0,0,2,3,0,3.823934896
23,5,0,0,36,4,3,0,3.534219021
25,3,1,0,0,2,3,0,3.43326969
25,2,2,0,7,1,21,1,3.54346519
30,2,1,0,4,2,8.5,4,4.148394346
18,2,0,0,19,2,4,0,3.46132014
20,2,1,0,0,2,3,0,3.446439345
10,1,1,0,0,1,3,0,3.321928095
16,2,0,0,0,2,3,0,3.155639062
17,2,0,0,0,2,3,0,3.572469459
24,3,1,0,0,2,6.5,0,3.720175521
25,2,0,0,0,2,3,0,3.75326969
6,4,0,0,0,3,23,0,3.419381946
13,1,1,0,0,1,9,0,3.238901257
30,13,1,1,0,5,2,0,3.577747163
33,5,1,0,1,5,8,0,3.942438726
18,5,1,1,0,1,7,0,3.572431251
20,6,0,0,1,2,3,1,3.446439345
24,3,1,0,0,2,3,0,3.668295834
40,4,2,0,6,4,3,0,3.956198333
19,3,1,0,1,2,9,0,3.115834092
13,2,0,0,1,1,9,0,3.39274741
14,3,0,0,0,2,5,0,3.235926351
33,5,0,0,1,5,8,0,3.942438726
14,1,0,0,0,1,10,0,3.521640636
21,6,0,1,1,2,3,0,3.522571589
14,5,0,2,1,2,3,0,2.807354922
14,3,0,0,0,2,3,0,3.182005815
19,2,2,0,17,2,3,0,3.431623566
22,3,2,0,0,2,3,0,3.697845823
21,5,1,0,19,3,6,0,3.308751351
14,7,1,1,2,2,3,0,2.896291529
18,2,1,0,0,2,8,0,3.080500531
11,2,0,0,0,1,44,0,3.240223929
19,1,0,1,0,1,15,0,3.511085408
34,2,2,0,0,2,6.333333333,0,3.830725901
22,2,1,0,1,1,8,0,3.720128777
20,1,2,0,0,1,16,0,3.40869497
22,2,1,0,0,2,3,0,3.754441846
14,2,0,0,22,2,3,0,3.182005815
23,4,0,0,0,4,2,0,3.294663586
12,2,0,0,23,2,3,0,2.855388542
14,7,1,1,2,2,3,0,2.896291529
18,3,0,0,0,3,3,0,3.308270835
16,3,0,0,1,2,4,0,3.25
14,5,1,0,1,1,4.5,0,3.521640636
22,1,0,0,21,1,17,0,3.572623664
16,1,0,0,0,1,13,0,3.5
36,3,0,2,0,3,23,0,4.086048612
6,1,0,0,5,1,3,2,2.584962501
30,7,0,2,19,5,3,0,3.84441383
10,2,0,0,0,1,6,0,2.921928095
9,5,1,7,8,1,5,0,3.169925001
10,2,0,0,0,1,7,0,3.121928095
30,3,0,0,55,3,3,0,3.781076012
30,2,3,0,3,1,5.75,3,4.015061012
15,4,0,6,7,2,3,0,3.323231429
13,4,3,1,3,2,10,0,3.914689224
11,4,0,0,0,2,4,0,3.277613437
40,2,3,0,0,2,6.25,0,3.906198333
15,3,2,2,2,1,11,0,3.189898095
24,2,0,0,0,2,15,0,3.553508855
12,3,0,2,8,1,8,0,3.188721876
21,11,0,3,29,1,17,1,3.784941827
13,6,1,1,2,2,3,0,2.81507241
17,2,0,0,0,2,8,0,3.337175341
13,2,0,0,2,1,9,0,3.39274741
21,3,0,0,1,2,11,0,2.891851946
23,2,1,3,22,2,16,0,3.708132065
15,2,0,1,2,2,3,0,3.006238929
27,2,15,0,0,2,6,0,3.633974076
23,5,0,0,34,4,3,0,3.534219021
29,5,0,0,34,4,3,0,3.771437029
15,6,1,1,2,2,3,0,2.872905595
31,3,2,0,5,2,5,5,4.155651552
26,3,0,1,13,3,3,0,3.921029622
23,3,2,1,3,2,4,0,3.708132065
24,1,2,1,0,1,9.5,0,3.454986856
24,2,0,0,0,2,3,0,3.605388542
12,1,1,0,20,1,8,0,3.418295834
18,4,0,0,1,2,3,0,3.572431251
16,3,0,1,28,2,7,0,3.375
24,3,1,0,0,2,3,0,3.65726823
16,3,1,0,2,2,3,0,3.327819531
11,2,0,1,28,1,7,0,3.095795255
16,2,0,0,0,1,12,0,3.202819531
21,2,1,0,0,2,8,0,3.332095399
17,2,0,0,0,1,13,0,3.616874606
9,8,0,0,1,1,5,1,2.947702779
30,4,1,0,15,2,8,0,3.96140633
18,2,1,1,2,1,14,0,3.392147224
20,2,0,0,4,2,3,0,3.646439345
11,2,0,0,0,1,7,0,3.095795255
15,4,2,0,12,3,3,3,2.923231429
14,6,0,0,4,1,11,0,3.378783493
18,1,0,0,0,1,14,0,3.308270835
15,2,0,0,6,1,11,0,3.006238929
14,3,0,0,0,2,2,0,3.235926351
22,2,0,0,1,2,13,0,3.788754914
32,3,0,0,0,3,3,0,4.030639062
26,5,0,0,33,4,3,0,3.700439718
11,1,0,0,3,1,7,0,3.095795255
18,3,0,0,1,1,14,0,3.725480557
24,4,5,4,4,2,17,0,3.486440502
16,1,1,0,0,1,12,0,3.625
13,2,0,0,1,2,6,0,3.39274741
18,3,1,1,0,2,3,0,3.086048612
17,3,1,0,0,2,2,0,3.337175341
19,3,5,0,62,1,7,0,3.511085408
15,2,0,0,3,2,4,0,3.506890596
13,2,0,0,4,1,9,0,3.39274741
10,1,0,0,0,1,6,0,2.921928095
16,8,0,0,0,3,3,0,3.280639062
23,4,0,3,22,2,4,0,3.675310869
14,2,0,0,25,1,10,2,3.664497779
33,2,0,0,0,2,20,0,3.870003589
31,4,2,2,11,3,3,0,3.913400746
15,5,0,0,0,1,11,0,3.189898095
27,8,0,3,1,5,2,0,3.574357762
32,3,1,3,39,3,6,0,3.753928032
33,5,4,2,36,2,4.666666667,0,3.919563347
24,2,0,0,1,2,15,0,3.720175521
28,2,0,0,0,2,3,0,3.753434386
15,5,1,0,0,2,3,0,3.323231429
14,8,1,0,0,2,7,0,3.378783493
13,1,0,0,21,1,9,0,3.39274741
13,2,0,0,4,1,9,0,3.39274741
27,1,1,0,23,1,23,0,3.884155095
16,6,2,7,8,2,3,0,3.452819531
19,2,1,0,0,2,4,0,3.681880803
33,5,1,0,1,5,8,0,3.942438726
23,3,1,0,0,2,16,0,3.46857663
16,2,1,0,19,2,2,0,3.327819531
17,3,0,0,2,2,7,2,3.616874606
11,2,0,1,28,1,7,0,3.095795255
17,2,2,2,77,1,6,0,3.852168724
22,3,0,0,0,2,12,0,3.390805482
20,7,1,1,0,3,3,0,3.40869497
7,1,0,0,2,1,4,0,2.521640636
34,3,1,1,21,1,30,0,3.501693813
26,4,0,0,0,3,3,0,3.661226256
27,3,2,0,1,2,8,0,3.838039817
16,4,2,0,0,2,3,0,3.327819531
35,2,0,0,0,2,21,0,4.014438731
16,3,0,0,1,2,3,0,3.327819531
14,6,1,7,8,2,3,0,3.039148672
10,2,0,0,0,2,3,0,2.921928095
16,2,0,0,0,1,13,0,3.452819531
10,3,1,0,0,2,22.5,0,3.327819531
16,2,1,0,5,1,6,0,3.125
27,2,0,0,2,2,14,2,3.884155095
23,1,0,1,63,1,19,0,3.795088586
17,5,1,6,16,3,3,0,3.292770194
27,2,0,0,0,2,3,0,3.754163428
11,3,0,0,1,2,4,1,3.095795255
18,3,0,0,0,3,3,0,3.044110418
26,6,3,0,24,1,6.666666667,0,3.844106545
10,4,0,5,5,1,6,0,3.121928095
13,2,0,0,0,1,9,0,3.546593564
34,3,2,0,2,3,4.333333333,2,3.984234165
10,6,1,0,0,3,10.5,0,3.810081021
19,3,0,0,1,2,3,0,3.22109725
19,5,0,0,0,3,3,0,3.431623566
14,2,0,0,0,2,3,0,3.039148672
11,3,1,0,0,2,14.5,0,3.58418372
20,3,0,0,1,2,7,1,3.346439345
12,1,0,0,25,1,9,0,2.855388542
10,1,1,0,0,1,7,0,3.321928095
19,4,0,6,12,2,8,0,3.366091329
21,4,0,0,35,3,6,0,3.522571589
19,3,0,0,0,2,12,0,3.431623566
16,1,1,0,18,1,5.5,0,3.625
16,5,0,0,0,1,11,0,3.5
18,3,0,0,0,2,3,0,3.350209029
15,3,1,0,6,2,3,0,3.056564762
14,2,2,0,19,2,4,0,2.54952346
13,2,1,0,0,1,9,0,3.238901257
30,2,0,0,8,2,17,8,4.072905595
28,4,1,0,27,3,9,0,3.923251797
21,3,0,0,5,2,6,2,4.011365042
34,3,2,0,0,3,3,0,3.925410635
15,2,1,2,41,1,11,0,2.789898095
13,2,0,0,2,1,9,0,3.39274741
25,2,0,0,0,1,22,0,3.62346519
12,3,0,1,0,1,8,0,3.251629167
12,2,0,0,22,1,7,0,3.251629167
19,7,1,1,2,2,3,0,3.576617645
9,1,0,0,0,1,5,0,2.947702779
18,4,0,0,3,3,4,0,3.308270835
18,3,0,0,3,3,3,0,3.530493057
11,5,1,1,2,1,7,0,3.095795255
13,5,0,0,2,2,3,0,2.87314068
14,5,0,6,7,2,3,0,3.182005815
16,2,0,1,3,1,12,1,3.5
14,2,1,1,2,2,3,0,3.039148672
28,4,1,0,24,3,9,0,4.06610894
19,3,2,2,63,2,3,0,3.681880803
36,2,1,0,3,2,12,0,3.760784558
18,2,0,0,0,2,3,0,3.683542362
32,8,0,1,0,3,3,0,3.882048828
10,1,0,0,0,1,6,0,2.921928095
12,3,0,0,80,2,3,0,2.688721876
14,1,3,0,11,1,11,0,2.985228136
13,2,0,0,1,1,9,0,3.39274741
30,7,0,2,5,5,3,0,3.869576746
26,8,1,3,1,5,2,0,3.657385277
27,5,1,0,2,3,3,0,3.782122224
22,3,0,0,0,3,3,0,3.572623664
20,1,0,0,23,1,16,0,3.821928095
11,1,3,0,3,1,7,0,3.095795255
24,2,0,0,0,2,11,0,3.772055209
19,2,1,0,0,1,7,0,3.260828171
13,6,0,0,0,2,3,0,3.026986833
24,4,0,1,0,4,3,0,3.323934896
19,3,0,0,0,2,3,0,3.431623566
20,4,2,0,2,2,5,0,3.721928095
11,2,0,0,0,1,7,0,2.594906618
9,2,3,0,65,1,5,0,3.169925001
22,3,3,1,3,2,3,0,3.516027641
18,4,2,0,1,2,3,0,3.46132014
13,2,0,0,3,1,9,0,3.39274741
23,3,0,4,12,1,19,0,3.551191174
19,2,0,1,0,1,15,0,3.681880803
26,2,0,0,0,2,17,0,3.796217603
17,3,0,0,0,2,6,0,3.499227547
10,2,0,0,0,2,4,0,2.721928095
16,3,0,1,28,2,7,0,3.5
23,2,2,0,0,1,5.666666667,0,3.642489673
21,2,0,0,3,2,12,2,3.689703732
18,1,1,0,0,1,6.5,0,3.302722753
13,1,0,0,19,1,9,0,3.085055103
19,3,1,0,0,2,3,0,3.471354487
13,2,0,0,0,1,9,0,3.39274741
20,2,0,0,0,2,3,0,3.78418372
25,2,0,0,1,2,16,0,3.76385619
12,3,0,0,0,1,8,0,3.251629167
18,6,1,1,2,2,3,0,3.572431251
16,4,0,3,37,2,3,0,3.280639062
17,3,1,0,1,2,5,0,3.852168724
25,3,2,0,0,2,3,0,3.81366069
28,3,0,0,0,2,12,0,3.69951385
17,1,1,0,0,1,6.5,0,3.734521665
22,2,2,0,3,2,3,0,3.516027641
20,3,1,0,0,3,3,0,3.746439345
15,1,0,0,20,1,11,0,3.506890596
26,3,0,0,0,2,3,0,3.796217603
19,2,0,0,2,2,12,0,3.471354487
30,2,0,0,1,2,21,0,3.619250913
29,4,1,0,3,2,8,3,4.116264616
22,6,0,1,0,3,3,0,3.538310596
39,7,3,0,16,4,8,0,3.682086193
22,4,0,0,4,2,15,0,3.447401505
12,2,0,3,0,1,8,0,3.418295834
13,2,0,0,3,1,9,0,3.39274741
18,1,0,0,0,1,14,0,3.614369446
29,3,0,1,0,2,19,0,3.49557496
11,1,1,0,25,1,7,0,2.845350937
19,5,0,0,1,2,10,0,4.037401198
26,2,0,0,1,2,17,0,3.609496334
13,1,2,0,0,1,9,0,2.87314068
13,5,1,7,11,1,9,3,3.39274741
12,1,0,1,0,1,8,0,2.855388542
19,3,0,0,1,2,3,0,3.431623566
21,4,1,0,23,3,5,0,3.880179923
30,7,0,2,23,5,3,0,3.936243413
19,4,0,0,0,1,15,0,3.576617645
10,1,0,0,0,1,6,0,3.321928095
12,3,0,0,0,2,2,0,3.084962501
11,1,0,0,23,1,8,0,2.913977073
15,6,1,7,8,2,3,0,3.323231429
11,2,1,0,0,1,8,0,3.277613437
12,6,0,1,1,2,3,0,3.022055209
13,1,0,0,1,1,9,0,3.39274741
20,2,0,0,2,2,11,1,3.721928095
26,3,0,0,0,2,3,0,3.844106545
10,2,1,0,0,2,4,0,2.921928095
12,6,1,7,8,2,3,0,3.022055209
33,5,1,0,1,5,8,0,3.942438726
14,2,0,0,0,2,3,0,2.950212065
21,3,0,0,0,2,3,0,3.630412661
17,3,0,0,47,2,10,0,3.337175341
28,3,0,1,2,2,3,0,3.896291529
33,5,1,0,1,5,8,0,3.942438726
10,2,1,1,23,1,6,0,2.921928095
33,5,1,0,1,5,8,0,3.942438726
10,3,1,0,2,2,11.5,0,3.442862165
18,3,0,0,0,1,14,0,3.572431251
5,2,0,0,0,1,15,0,2.855388542
19,3,1,0,0,2,12,0,3.155565013
16,3,0,0,20,2,4,0,3.25
25,3,1,1,0,2,3,0,3.86346519
16,3,0,0,3,2,3,0,3.155639062
13,2,0,0,3,1,9,0,3.39274741
19,2,0,0,1,1,16,0,3.366091329
8,1,0,1,0,1,5,0,2.75
8,1,0,0,23,1,5,0,3
28,2,2,1,3,2,10,3,4.093069208
21,3,1,0,0,2,3,0,3.558518613
14,2,11,0,0,1,11,0,3.807354922
13,2,0,0,3,1,9,0,3.39274741
10,2,0,0,0,1,6,0,2.921928095
17,2,0,0,19,2,3,0,3.410417253
26,2,3,0,16,1,5,0,3.642371449
21,2,0,0,2,2,12,1,3.880179923
21,2,0,0,0,2,10,0,3.463280518
16,2,1,1,21,2,10,0,3.327819531
15,2,0,0,0,1,12,0,3.189898095
10,6,0,0,3,1,6,0,3.121928095
24,3,0,0,0,3,6,0,3.855388542
21,2,0,0,19,2,3,0,3.422577995
24,2,0,0,1,2,15,0,3.886842188
17,3,0,0,0,2,11,0,3.381580488
25,3,1,0,0,2,6,0,3.86346519
16,3,0,3,27,2,4,0,3.25
13,2,1,0,0,1,9,0,3.39274741
9,1,0,0,1,1,5,0,3.169925001
14,2,0,0,0,1,10,0,3.235926351
22,2,1,0,0,2,16,0,3.606936732
24,4,0,0,28,3,5,0,3.886842188
13,2,0,0,1,1,9,0,3.39274741
